Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,MP,Source
QUEKGYQTRJVEQC-UHFFFAOYSA-N,O=C(O)c1cc(ccc1Cl)[N+]([O-])=O,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-0.408935393,0.39,201.56,152.184,-20,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,OC(C)C,-0.408935393,0.39,201.56,151.368,-66.5,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-0.408935393,0.39,152.15,136.632,-115,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-0.405565488,0.393037974,173.17,149.96,55,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-0.419,0.381065823,236.26,214.536,126,ONSC
HVYWMOMLDIMFJA-DPAQBDIFSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-0.391469362,0.406004304,386.7,415.664,108,ONSC
JDCMOHAFGDQQJX-UHFFFAOYSA-N,Fc2c1c(F)c(F)c(F)c(F)c1c(F)c(F)c2F,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-0.390245065,0.407150465,272.09,167.992,80,ONSC
WIIZWVCIJKGZOK-RKDXNWHRSA-N,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-0.37,0.426579519,323.13,253.488,206,ONSC
QUEKGYQTRJVEQC-UHFFFAOYSA-N,O=C(O)c1cc(ccc1Cl)[N+]([O-])=O,PGMYKACGEOXYJE-UHFFFAOYSA-N,O=C(OCCCCC)C,-0.366531544,0.43,201.56,151.656,-20,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,O=C(c1ccccc1O)N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-0.366531544,0.43,137.14,122.672,247.5,ONSC
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-0.365448384,0.431073788,254.28,234.728,174.5,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,O=C(c1ccccc1O)N,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-0.364516253,0.432,137.14,122.96,247.5,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,DHXVGJBLRPWPCS-UHFFFAOYSA-N,O1CCCCC1,-0.364317045,0.432198201,167.21,154.72,182,ONSC
YXVFYQXJAXKLAK-UHFFFAOYSA-N,c1ccc(cc1)c2ccc(cc2)O,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.469800302,0.339,170.21,162.384,58,ONSC
VNKYTQGIUYNRMY-UHFFFAOYSA-N,O(CCC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.39,0.407380278,74.12,87.752,29,ONSC
ZCXHZKNWIYVQNC-UHFFFAOYSA-N,CC1=CC(=C(C=C1Cl)Cl)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.39,0.407380278,195.5,145.528,167,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,O2c1ccccc1Cc3c2cccc3,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-0.387216143,0.41,182.22,167.68,300,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-0.387216143,0.41,152.15,136.472,-115,ONSC
NRPFNQUDKRYCNX-UHFFFAOYSA-N,O=C(O)Cc1ccc(OC)cc1,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-0.387216143,0.41,166.17,154.328,125,ONSC
LULAYUGMBFYYEX-UHFFFAOYSA-N,O=C(O)c1cc(Cl)ccc1,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-0.384447291,0.412622312,156.56,126.448,28.5,ONSC
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(cc1)C(O)=O,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,-0.382760928,0.414227638,152.15,137.16,-43,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,c1ccc2c(c1)Cc3ccccc3O2,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,-0.370300646,0.426284316,182.22,168.208,300,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,PFNHSEQQEPMLNI-UHFFFAOYSA-N,OCC(C)CCC,-0.455931956,0.35,152.15,136.416,-115,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,VFWCMGCRMGJXDK-UHFFFAOYSA-N,ClCCCC,-0.453,0.352370871,236.26,214.904,126,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-0.452032331,0.353156878,173.17,150.176,55,ONSC
VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.451285853,0.353764416,86.18,112.568,42.5,ONSC
JEIZLWNUBXHADF-UHFFFAOYSA-N,N1C(CCCC1)CC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.45,0.354813389,141.21,148.72,125,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-0.449290508,0.355393509,173.17,150.032,55,ONSC
GRFNBEZIAWKNCO-UHFFFAOYSA-N,n1cc(ccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,95.1,87.896,242,ONSC
NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.469669069,0.339102453,138.25,155.488,182,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-0.468521083,0.34,152.15,136.632,-115,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,DKPFZGUDAPQIHT-UHFFFAOYSA-N,O=C(OCCCC)C,-0.468521083,0.34,152.15,136.52,-115,ONSC
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1)C(=O)O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.467935587,0.340458681,212.12,161.472,-76,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,RHQDFWAXVIIEBN-UHFFFAOYSA-N,FC(F)(F)CO,-0.4677789,0.340581536,198.65,175.928,110,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-0.463967987,0.343583274,180.16,156.6,287,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.462403801,0.344822979,180.16,156.968,287,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-0.460727751,0.346156307,180.16,156.68,287,ONSC
YVGGHNCTFXOJCH-UHFFFAOYSA-N,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.46,0.34673685,354.5,262.24,278,ONSC
YNBADRVTZLEFNH-UHFFFAOYSA-N,n1cc(ccc1)C(=O)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,137.14,124.52,141,ONSC
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,N(CCC)CCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,101.19,123.632,-8,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-0.443697499,0.36,152.15,136.656,-115,ONSC
DHKHKXVYLBGOIT-UHFFFAOYSA-N,C(C)(OCC)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.43,0.371535229,118.17,129.376,-20,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.428845523,0.372524188,173.17,149.656,55,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,O=C(c1ccccc1O)N,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-0.42136079,0.379,137.14,122.808,247.5,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,O2c1ccccc1Cc3c2cccc3,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-0.420216403,0.38,182.22,167.872,300,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,OC(C)(C)C,-0.420216403,0.38,201.56,151.056,-66.5,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,OCCCCCC,-0.431798276,0.37,152.15,135.864,-115,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,-0.421339923,0.379018211,173.17,149.92,55,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,BDERNNFJNOPAEC-UHFFFAOYSA-N,OCCC,-0.431798276,0.37,201.56,151.016,-66.5,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,c1ccc2c(c1)Cc3ccccc3O2,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-0.440289884,0.362835787,182.22,167.392,300,ONSC
WREGKURFCTUGRC-UHFFFAOYSA-N,C2(N1C(=O)N=C(C=C1)N)OC(CC2)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.433,0.368977599,211.22,184.208,135,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-0.443697499,0.36,201.56,151.208,-66.5,ONSC
DLHSXQSAISCVNN-UHFFFAOYSA-M,O[Co]=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.275970815,0.00000053,91.94,53.208,179,AqSolDB
SVTDYSXXLJYUTM-UHFFFAOYSA-N,CNc1cccc2C(=O)c3ccccc3C(=O)c12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3,0.000000501,237.25,208.304,166,AqSolDB
GRSMWKLPSNHDHA-UHFFFAOYSA-N,O=C1OC(=O)c2cccc3cccc1c23,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.29705325,0.000000505,198.17,163.488,109,AqSolDB
VHGHHZZTMJLTJX-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3001,0.000000501,292,214.336,341,AqSolDB
WDQPAMHFFCXSNU-UHFFFAOYSA-N,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.24,0.000000575,473.4,406.232,28,AqSolDB
JNCSIWAONQTVCF-UHFFFAOYSA-N,c1ccc2c(c1)ccc3nc4c(ccc5ccccc45)cc23,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2447,0.000000569,279.3,250.16,246,AqSolDB
PZNSFCLAULLKQX-UHFFFAOYSA-N,B#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.394784279,0.000000403,24.82,38.432,100.5,AqSolDB
LQLQDKBJAIILIQ-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.40319542,0.000000395,278.34,273.144,150,AqSolDB
SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.41,0.000000389,170.33,211.704,340,AqSolDB
YAFOVCNAQTZDQB-UHFFFAOYSA-N,CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4131,0.000000386,362.4,346.088,153,AqSolDB
FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3168,0.000000482,373.3,235.744,254.6,AqSolDB
PYZSVQVRHDXQSL-UHFFFAOYSA-N,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.33,0.000000468,296.3,224.28,49,AqSolDB
MCMNRKCIXSYSNV-UHFFFAOYSA-N,O=[Zr]=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.350325564,0.000000446,123.22,76.528,59,AqSolDB
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,c1ccc(cc1)P(c2ccccc2)c3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2013011,0.000000629,262.3,248.968,122,AqSolDB
SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6,0.000001,376.6,381.704,-51,AqSolDB
ZOKCNEIWFQCSCM-UHFFFAOYSA-N,CC(C)(CC(=C)c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.01184247,0.000000973,236.4,245.432,67,AqSolDB
RZTDESRVPFKCBH-UHFFFAOYSA-N,Cc1ccc(cc1)c2ccc(C)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0177,0.00000096,182.26,187.096,210,AqSolDB
LUYQYZLEHLTPBH-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.042384349,0.000000907,302.09,166.624,162,AqSolDB
SJEBAWHUJDUKQK-UHFFFAOYSA-N,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.984242497,0.00000104,236.26,215.48,126,AqSolDB
IOHJQSFEAYDZGF-UHFFFAOYSA-N,CCCCCCCCCCCCC1CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.984684801,0.00000104,212.37,246.536,-111,AqSolDB
QEVHRUUCFGRFIF-UHFFFAOYSA-N,COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.97,0.00000107,608.7,544.224,300,AqSolDB
OJUZRFGUKHQNJX-UHFFFAOYSA-N,Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1517,0.000000705,340.3,298.928,-58,AqSolDB
HMILXGPZMQDAKE-UHFFFAOYSA-N,CCC(C)CCCOC(=O)CCc1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.163940179,0.000000686,437.6,426.104,155,AqSolDB
UHWBGWWOTKVSDD-UHFFFAOYSA-N,OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.13,0.000000741,373.8,319.896,169,AqSolDB
NJWGQARXZDRHCD-UHFFFAOYSA-N,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.117146249,0.000000764,222.24,198.672,20,AqSolDB
DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.7023,0.000000198,403.11,286.08,46,AqSolDB
DJNTZVRUYMHBTD-UHFFFAOYSA-N,CCCCCCCCOC(=O)CCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.709998828,0.000000195,256.42,290.816,65,AqSolDB
FVKRIDSRWFEQME-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.733128222,0.000000185,270.5,305.32,215,AqSolDB
AXISYYRBXTVTFY-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.733128222,0.000000185,270.5,306.784,-55,AqSolDB
WVHNUGRFECMVLQ-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2c(Cl)cccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.65,0.000000224,292,214.496,74,AqSolDB
ALFHIHDQSYXSGP-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2cccc(Cl)c2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.6813,0.000000208,292,214.304,130,AqSolDB
DSZTYVZOIUIIGA-UHFFFAOYSA-N,CCCCCCCCCCCCCCC1CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.682020458,0.000000208,240.42,279.416,300,AqSolDB
ZKGSEEWIVLAUNH-UHFFFAOYSA-N,Clc1cccc(c1)c2ccc(Cl)c(Cl)c2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.77,0.00000017,292,214.584,62,AqSolDB
CMAUJSNXENPPOF-UHFFFAOYSA-N,C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.7886,0.000000163,346.6,318.76,164,AqSolDB
WUMGYHICFXGLAB-UHFFFAOYSA-N,Cc1ccc2cc3ccc4ccccc4c3cc2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.644,0.000000227,242.3,227.344,188,AqSolDB
OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4939,0.000000321,361.7,277.528,270,AqSolDB
CZNRFEXEPBITDS-UHFFFAOYSA-N,CCC(C)(C)c1cc(O)c(cc1O)C(C)(C)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.495513117,0.00000032,250.38,262.216,137,AqSolDB
DMZRCHJVWAKCAX-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.5362,0.000000291,343.7,197.408,-24,AqSolDB
YKKYCYQDUUXNLN-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4902,0.000000323,257.5,199.208,60.5,AqSolDB
BFEJTCHFLJECJN-UHFFFAOYSA-N,Clc1cccc2C(=O)c3cc4Nc5c(Cl)cccc5C(=O)c4cc3Nc12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.457321758,0.000000349,381.2,292.328,16,AqSolDB
CDKDZKXSXLNROY-UHFFFAOYSA-N,CCCCCCCCc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.46,0.000000347,190.32,215.232,103,AqSolDB
QSHDDOUJBYECFT-UHFFFAOYSA-N,[Hg],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.554121251,0.000000279,200.59,36.424,195,AqSolDB
UNEATYXSUBPPKP-UHFFFAOYSA-N,CC(C)c1cccc(c1)C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.602799271,0.00000025,162.27,182.112,215,AqSolDB
YFHFHLSMISYUAQ-UHFFFAOYSA-N,CCC(C)CCCC(C)CCCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.61539022,0.000000242,212.41,259.272,95,AqSolDB
DZVDMBMUZJQKGH-UHFFFAOYSA-N,CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.61940343,0.00000024,582.8,291.472,177.5,AqSolDB
LTIKIBFTASQKMM-UHFFFAOYSA-N,O=C=Nc1ccc(cc1)C(c2ccc(cc2)N=C=O)c3ccc(cc3)N=C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.565096595,0.000000272,367.4,321.184,1395,AqSolDB
CNRNYORZJGVOSY-UHFFFAOYSA-N,o1c(cnc1c2ccccc2)c3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.553210296,0.0000028,221.25,202.392,21,AqSolDB
IYAZLDLPUNDVAG-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.509793728,0.00000309,323.4,314.176,159,AqSolDB
VOWAEIGWURALJQ-UHFFFAOYSA-N,O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.512605542,0.00000307,330.4,315.376,-125,AqSolDB
WHWDWIHXSPCOKZ-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.474677518,0.00000335,268.5,313.384,34.5,AqSolDB
FWKQNCXZGNBPFD-UHFFFAOYSA-N,CC(C)c1ccc(C)c2ccc(C)c2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.4752,0.00000335,198.3,208.888,223,AqSolDB
RHEVAQGXLUQWBM-UHFFFAOYSA-N,Nc1c(ccc2C(=O)c3ccccc3C(=O)c12)c4oc5cc6C(=O)c7ccccc7C(=O)c6cc5n4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.496412982,0.00000319,470.4,384.08,1360,AqSolDB
ULQISTXYYBZJSJ-UHFFFAOYSA-N,CCCCCCC(O)CCCCCCCCCCC(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.488370089,0.00000325,300.5,331.16,-70,AqSolDB
GPAPPPVRLPGFEQ-UHFFFAOYSA-N,Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.52363608,0.00000299,287.2,220,132,AqSolDB
GPNYZBKIGXGYNU-UHFFFAOYSA-N,CCc1cc(Cc2cc(CC)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.566509378,0.00000271,368.6,382.688,230,AqSolDB
CLYVDMAATCIVBF-UHFFFAOYSA-N,O=C1OC(=O)c2ccc3c4ccc5C(=O)OC(=O)c6ccc(c7ccc1c2c37)c4c56,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.593642663,0.00000255,392.3,300.288,98,AqSolDB
PKJBWOWQJHHAHG-UHFFFAOYSA-N,Brc1ccc(cc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.5526,0.0000028,233.1,172.904,27.5,AqSolDB
SVOBELCYOCEECO-UHFFFAOYSA-N,Cc1cc(ccc1O)C2(CCCCC2)c3ccc(O)c(C)c3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.371522306,0.00000425,296.4,289.408,65,AqSolDB
KISVAASFGZJBCY-UHFFFAOYSA-N,COC(=O)CCCCCCCCC=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.397515352,0.000004,198.3,217.48,13,AqSolDB
ZOCSXAVNDGMNBV-UHFFFAOYSA-N,Nc1n(nc(C#N)c1[S](=O)C(F)(F)F)c2c(Cl)cc(cc2Cl)C(F)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.3619,0.00000435,437.1,288.72,123.5,AqSolDB
WURGXGVFSMYFCG-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.4088,0.0000039,333.2,248.112,220,AqSolDB
FRQDZJMEHSJOPU-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.420152134,0.0000038,402.6,416.032,60.5,AqSolDB
HQKQRXZEXPXXIG-GXTNNVKYSA-N,C[C@@H]1CC[C@H]2C(C)(C)C3CC12CCC3(C)OC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.426641039,0.00000374,264.4,268.456,167,AqSolDB
PQMAKJUXOOVROI-UHFFFAOYSA-N,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.596058626,0.00000253,299.04,161.872,-33,AqSolDB
