Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,Source
KOWHWSRFLBFYRR-UHFFFAOYSA-N,CC(Cc1cccc(CC(C)c2ccc(O)cc2)c1)c3ccc(O)cc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.23863564,5.77251E-07,346.5,340.912,AqSolDB
WDQPAMHFFCXSNU-UHFFFAOYSA-N,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)N=C2C=C1NC5=CC=C(Cl)C=C5,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.24,5.7544E-07,473.4,406.232,AqSolDB
LMODBLQHQHXPEI-UHFFFAOYSA-N,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.240523569,5.74747E-07,422.8,413.704,AqSolDB
JNCSIWAONQTVCF-UHFFFAOYSA-N,c1ccc2c(c1)ccc3nc4c(ccc5ccccc45)cc23,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2447,5.69246E-07,279.3,250.16,AqSolDB
VHPUZTHRFWIGAW-UHFFFAOYSA-N,CO[Si](OC)(C(C)C)C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.246331133,5.67112E-07,176.33,189.656,AqSolDB
GUEIZVNYDFNHJU-UHFFFAOYSA-N,Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.253493517,5.57836E-07,240.21,196.96,AqSolDB
WNWHHMBRJJOGFJ-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCCCCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.256077616,5.54527E-07,270.5,318.384,AqSolDB
RDQQCSOIXMZZQR-UHFFFAOYSA-N,CN(C(=S)SSC(=S)N(C)c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.260769992,5.48567E-07,364.6,305.52,AqSolDB
QPYSBGJNPUJTDH-PLMZOXRSSA-L,[Ca++].Cc1cc(c(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)cc1Cl)[S]([O-])(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.263770478,5.4479E-07,458.9,337.184,AqSolDB
DAZHWGHCARQALS-UHFFFAOYSA-N,Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3C)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3733,4.2335E-07,354.3,315.992,AqSolDB
SXXILWLQSQDLDL-UHFFFAOYSA-N,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.382029914,4.14925E-07,438.6,468.184,AqSolDB
NKJOXAZJBOMXID-UHFFFAOYSA-N,CCCCCCCCOCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.384616815,4.12461E-07,242.44,285.952,AqSolDB
PHEZJEYUWHETKO-UHFFFAOYSA-N,CC1=C(C(O)=O)C2=CC(=CC=C2N=C1C3=CC=C(C=C3)C4=C(F)C=CC=C4)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.39,4.0738E-07,375.4,317.848,AqSolDB
YUGWDVYLFSETPE-JLHYYAGUSA-N,CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3931,4.04483E-07,274.4,291.96,AqSolDB
OFSLKOLYLQSJPB-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Nc2ccccc2C(=O)C3CC3)n1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3943,4.03367E-07,421.4,351.304,AqSolDB
PZNSFCLAULLKQX-UHFFFAOYSA-N,B#N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.394784279,4.02917E-07,24.82,38.432,AqSolDB
CJDNEKOMKXLSBN-UHFFFAOYSA-N,Clc1ccc(cc1)c2cccc(Cl)c2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4001,3.98016E-07,223.09,184.08,AqSolDB
NBMAHNZMRSQCPG-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.378367614,4.18439E-07,358.5,364.088,AqSolDB
LQLQDKBJAIILIQ-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.40319542,3.95189E-07,278.34,273.144,AqSolDB
OQMVJRGYOSUMIM-NFLUSIDLSA-N,CC(C)(C)CC(C)(C)C1CC/C(=N/O)/C(=N\O)/C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.41,3.89045E-07,254.37,260.088,AqSolDB
SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.41,3.89045E-07,170.33,211.704,AqSolDB
OGGKVJMNFFSDEV-UHFFFAOYSA-N,Cc1cccc(c1)N(c2ccccc2)c3ccc(cc3)c4ccc(cc4)N(c5ccccc5)c6cccc(C)c6,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.41219838,3.87081E-07,516.7,492.912,AqSolDB
YAFOVCNAQTZDQB-UHFFFAOYSA-N,CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4131,3.86278E-07,362.4,346.088,AqSolDB
HMFKFHLTUCJZJO-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.417202563,3.82646E-07,522.7,514.336,AqSolDB
AKRXZXNNMQZCSA-IVGCKTBMSA-N,CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1.CCCC[C@@H](CC)COC(=O)/C=C/c2ccc(OC)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.421608413,3.78784E-07,580.8,513.12,AqSolDB
WVUCNLQROBXNOX-ISLYRVAYSA-N,CC(C)CCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.422274591,3.78203E-07,396.6,429.96,AqSolDB
WRPIRSINYZBGPK-UHFFFAOYSA-N,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.4243,3.76444E-07,308.1,236.816,AqSolDB
IHRACTUONPFMSI-UHFFFAOYSA-N,COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.377738451,4.19046E-07,453.4,382.232,AqSolDB
LDUYZTOYURUHIX-UHFFFAOYSA-N,CCCCC1CCC(CC1)C2CCC(=O)CC2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.373645635,4.23014E-07,236.39,257.704,AqSolDB
CADNYOZXMIKYPR-UHFFFAOYSA-B,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.30760853,4.92483E-07,745.21,162.248,AqSolDB
QBYJBZPUGVGKQQ-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.31,4.89779E-07,364.9,245.848,AqSolDB
NBJRFLIUYUFOIR-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.43,3.71535E-07,258.23,218.68,AqSolDB
JSNRRGGBADWTMC-NTCAYCPXSA-N,CC(C)=CCC\C(C)=C\CCC(=C)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.310389519,4.8934E-07,204.35,236.216,AqSolDB
KEZJTZQNDCLRDB-UHFFFAOYSA-N,COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.314069371,4.85211E-07,453.4,381.56,AqSolDB
FRCCEHPWNOQAEU-UHFFFAOYSA-N,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3168,4.8217E-07,373.3,235.744,AqSolDB
MSRJTTSHWYDFIU-UHFFFAOYSA-N,CCCCCCCC[Si](OCC)(OCC)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.327740788,4.70175E-07,276.49,299.032,AqSolDB
NHBNDXGKNAEBAI-UHFFFAOYSA-N,CCN(CC)c1ccc(N=Nc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)C#N)c(NC(C)=O)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.327772594,4.7014E-07,425.4,369.856,AqSolDB
RCINICONZNJXQF-UHFFFAOYSA-N,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.33,4.67735E-07,853.9,744.944,AqSolDB
PYZSVQVRHDXQSL-UHFFFAOYSA-N,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.33,4.67735E-07,296.3,224.28,AqSolDB
PZQSQRCNMZGWFT-QXMHVHEDSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)OC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.335189016,4.6218E-07,324.5,366.368,AqSolDB
LFYJSSARVMHQJB-QIXNEVBVSA-N,CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.337017381,4.60238E-07,256.4,271.2,AqSolDB
NPNUFJAVOOONJE-GFUGXAQUSA-N,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.337261665,4.59979E-07,204.35,226.44,AqSolDB
LRZPQLZONWIQOJ-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.350206051,4.46472E-07,310.4,323.344,AqSolDB
MCMNRKCIXSYSNV-UHFFFAOYSA-N,O=[Zr]=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.350325564,4.46349E-07,123.22,76.528,AqSolDB
IRECWLYBCAZIJM-UHFFFAOYSA-N,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3508,4.45862E-07,423.9,365.872,AqSolDB
VPKQPPJQTZJZDB-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.354159334,4.42426E-07,418.15,267.632,AqSolDB
TVWTZAGVNBPXHU-FOCLMDBBSA-N,CCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.356030959,4.40523E-07,340.5,362.712,AqSolDB
LMYUVIRTIDGPBO-UHFFFAOYSA-N,[Ti+4].[O-][Si]([O-])=O.[O-][Si]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.301101648,4.99918E-07,200.03,64.952,AqSolDB
GORXZVFEOLUTMI-UHFFFAOYSA-N,C.[V],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.205841507,6.22527E-07,66.984,37.888,AqSolDB
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,c1ccc(cc1)P(c2ccccc2)c3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2013011,6.2907E-07,262.3,248.968,AqSolDB
SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6,0.000001,376.6,381.704,AqSolDB
VKRZNAWSCAUDRQ-BQYQJAHWSA-N,Cc1ccc2oc(\C=C\c3oc4ccc(C)cc4n3)nc2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.000481949,9.98891E-07,290.3,257.664,AqSolDB
OYLYPSTUVSONQA-UHFFFAOYSA-N,O=C1C=CC(C=C1)=NNc2ccc(N=Nc3ccccc3)c4ccccc24,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0092,9.79039E-07,352.4,314.256,AqSolDB
ZOKCNEIWFQCSCM-UHFFFAOYSA-N,CC(C)(CC(=C)c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.01184247,9.731E-07,236.4,245.432,AqSolDB
VTRWMTJQBQJKQH-UHFFFAOYSA-N,COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.014,9.68278E-07,330.4,308.504,AqSolDB
YIMHRDBSVCPJOV-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)C(=O)Nc2ccccc2CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.017546673,9.60403E-07,312.4,291.488,AqSolDB
RZTDESRVPFKCBH-UHFFFAOYSA-N,Cc1ccc(cc1)c2ccc(C)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0177,9.60064E-07,182.26,187.096,AqSolDB
LUYQYZLEHLTPBH-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.042384349,9.07017E-07,302.09,166.624,AqSolDB
DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0474,8.96603E-07,128.25,161.392,AqSolDB
JXHJNEJVUNHLKO-UHFFFAOYSA-N,CCCS[P](=S)(OCC)Oc1ccc(SC)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0171,9.61391E-07,322.5,275.824,AqSolDB
VEMKTZHHVJILDY-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0524,8.86339E-07,338.4,334.024,AqSolDB
XWUNIDGEMNBBAQ-UHFFFAOYSA-N,CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.999481603,1.00119E-06,424.5,399.032,AqSolDB
AVZGRVCEWBPUNN-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3ccc(cc23)C(=O)C(C)(C)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.963849488,1.0868E-06,408.5,395.44,AqSolDB
BRWSDEFCJGIRLV-UHFFFAOYSA-N,CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.964168762,1.086E-06,377.5,372.456,AqSolDB
OLZQTUCTGLHFTQ-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)COC1=NC(=C(Cl)C(=C1Cl)N)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.43,3.71535E-07,367.2,314.512,AqSolDB
FUDNBFMOXDUIIE-UHFFFAOYSA-N,CC(CCC=C(C)C)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.964586446,1.08496E-06,138.25,165.424,AqSolDB
DVOODWOZJVJKQR-UHFFFAOYSA-N,CC(C)(C)C1=NN(C(=O)O1)c2cc(OCC#C)c(Cl)cc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.9648,1.08443E-06,341.2,281.448,AqSolDB
BVBSCSYCFCDVEU-UHFFFAOYSA-N,COC(=O)c1ccc(cc1[N+]([O-])=O)C(=O)Nc2cc(Cl)ccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.965154646,1.08354E-06,369.2,284.968,AqSolDB
MXAJYGSMFXDTIF-UHFFFAOYSA-N,[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.968106767,1.0762E-06,349.65,254,AqSolDB
OSUHJPCHFDQAIT-GFCCVEGCSA-N,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.9694,1.073E-06,372.8,318.144,AqSolDB
KKGIDNSPWHBLLE-UHFFFAOYSA-N,CCCCCCCCCOC(=O)c1ccc(N)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6,0.000001,263.37,274.376,AqSolDB
AXEXTEASNRDWCD-UHFFFAOYSA-N,CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.969586401,1.07254E-06,257.33,175.752,AqSolDB
OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.97,1.07152E-06,372.8,318.128,AqSolDB
CHIFOSRWCNZCFN-UHFFFAOYSA-N,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.9721,1.06635E-06,281.31,260.864,AqSolDB
SJJISKLXUJVZOA-UHFFFAOYSA-N,CCN(CC)c1ccc(cc1)N=Nc2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.982115268,1.04204E-06,253.34,252.184,AqSolDB
CIPBJDPIFXKOLJ-UHFFFAOYSA-N,CCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.982567027,1.04096E-06,330.5,343.04,AqSolDB
SJEBAWHUJDUKQK-UHFFFAOYSA-N,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.984242497,1.03695E-06,236.26,215.48,AqSolDB
IOHJQSFEAYDZGF-UHFFFAOYSA-N,CCCCCCCCCCCCC1CO1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.984684801,1.03589E-06,212.37,246.536,AqSolDB
XQUPVDVFXZDTLT-UHFFFAOYSA-N,O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.998008544,1.0046E-06,358.3,309.376,AqSolDB
JUNWLZAGQLJVLR-UHFFFAOYSA-J,[Ca++].[Ca++].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.998459357,1.00355E-06,254.1,117.904,AqSolDB
QEVHRUUCFGRFIF-UHFFFAOYSA-N,COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-5.97,1.07152E-06,608.7,544.224,AqSolDB
COCLLEMEIJQBAG-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)C(C)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.055946609,8.79131E-07,226.35,251.176,AqSolDB
MQQKTNDBASEZSD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.057758886,8.7547E-07,571.1,644.856,AqSolDB
CDXFIRXEAJABAZ-UHFFFAOYSA-N,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.058168846,8.74644E-07,432.18,283.848,AqSolDB
ANVREEJNGJMLOV-UHFFFAOYSA-N,CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.137134395,7.29232E-07,452.5,432.616,AqSolDB
NCEXYHBECQHGNR-UHFFFAOYSA-N,OC(=O)C1=C(O)C=CC(=C1)N=NC2=CC=C(C=C2)[S](=O)(=O)NC3=CC=CC=N3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.14,7.24436E-07,398.4,324.928,AqSolDB
DMYHGDXADUDKCQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1439,7.1796E-07,306.4,296.128,AqSolDB
AFSIMBWBBOJPJG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.15,7.07946E-07,310.5,351.76,AqSolDB
OJUZRFGUKHQNJX-UHFFFAOYSA-N,Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1517,7.0518E-07,340.3,298.928,AqSolDB
JNIGYQOBELCEIZ-MAKDUZDQSA-L,[Ba++].Cc1cc(N\N=C\2C(=O)C=Cc3ccccc23)c(cc1Cl)[S]([O-])(=O)=O.Cc4cc(N\N=C\5C(=O)C=Cc6ccccc56)c(cc4Cl)[S]([O-])(=O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.156487599,6.97449E-07,888.9,475.192,AqSolDB
NUJOXMJBOLGQSY-UHFFFAOYSA-N,O=[Mn]=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.161048404,6.90163E-07,86.937,50.96,AqSolDB
XOGPDSATLSAZEK-UHFFFAOYSA-N,Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1366,7.3013E-07,223.23,193.488,AqSolDB
MOXLHAPKZWTHEX-UHFFFAOYSA-N,Clc1ccc2ccccc2c1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1611,6.90081E-07,197.06,155.728,AqSolDB
SZAQZZKNQILGPU-UHFFFAOYSA-N,CC(C)C(c1cc(C)cc(C)c1O)c2cc(C)cc(C)c2O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.16734062,6.80236E-07,298.4,302.648,AqSolDB
UQQYHXZNSYZMEN-UHFFFAOYSA-N,CC(C)=C.Cc1ccc(O)cc1.C2C=CC3C4CC(C=C4)C23,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.170927319,6.74641E-07,296.4,167.456,AqSolDB
IUYHQGMDSZOPDZ-UHFFFAOYSA-N,Clc1ccc(c2ccccc2)c(Cl)c1Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1799,6.60846E-07,257.5,198.408,AqSolDB
UCNQPYVHDCHENM-UHFFFAOYSA-N,CCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.19,6.45654E-07,372.5,372.256,AqSolDB
MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.198752558,6.32772E-07,300.26,248.296,AqSolDB
HMILXGPZMQDAKE-UHFFFAOYSA-N,CCC(C)CCCOC(=O)CCc1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.163940179,6.85583E-07,437.6,426.104,AqSolDB
UHWBGWWOTKVSDD-UHFFFAOYSA-N,OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.13,7.4131E-07,373.8,319.896,AqSolDB
ABOOPXYCKNFDNJ-UHFFFAOYSA-N,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(O)=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0604,8.70162E-07,344.7,284.224,AqSolDB
HFVMLYAGWXSTQI-UHFFFAOYSA-N,CC12CCC3C(CCC4CC(=O)CCC34C)C1CC=C2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.07,8.51138E-07,272.4,275.856,AqSolDB
RDYMFSUJUZBWLH-UHFFFAOYSA-N,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.08,8.31764E-07,406.9,255.208,AqSolDB
SBLPWPLKGFWLKK-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0807,8.30424E-07,361.2,280.12,AqSolDB
HTCRKQHJUYBQTK-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(C)(C)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.088238681,8.16134E-07,260.37,274.992,AqSolDB
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.0892,8.14329E-07,368.4,333.76,AqSolDB
PIPJHDJQUXGVNR-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)C(=O)Nc2ccc(CCCCCCCCCC(C)C)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.09944947,7.95336E-07,452.6,458.2,AqSolDB
JLQUFIHWVLZVTJ-UHFFFAOYSA-N,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.1033,7.88315E-07,380.5,370.472,AqSolDB
